,Unnamed: 0,x
4127,48595,"Balkhash Airport,Balkhash Airport(BXH)"
4128,48599,"Astana International Airport,Astana International Airport(TSE)"
4129,48600,"Kokshetau Airport,Kokshetau Airport(KOV)"
4130,48601,"Petropavlosk South Airport,Petropavlosk South Airport(PPK)"
4131,48603,"Taraz Airport,Taraz Airport(DMB)"
4132,48607,"Issyk-Kul International Airport,Issyk-Kul International Airport(IKU)"
4133,48608,"Manas International Airport,Manas International Airport(FRU)"
4134,48609,"Osh Airport,Osh Airport(OSS)"
4136,48613,"Shymkent Airport,Shymkent Airport(CIT)"
4137,48614,"Zhezkazgan Airport,Zhezkazgan Airport(DZN)"
4138,48615,"Sary-Arka Airport,Sary-Arka Airport(KGF)"
4140,48618,"Uralsk Airport,Uralsk Airport(URA)"
4142,48620,"Ekibastuz Airport,Ekibastuz Airport(EKB)"
4143,48622,"Ust-Kamennogorsk Airport,Ust-Kamennogorsk Airport(UKK)"
4144,48623,"Pavlodar Airport,Pavlodar Airport(PWQ)"
4145,48624,"Semipalatinsk Airport,Semipalatinsk Airport(PLX)"
4146,48626,"Aktau Airport,Aktau Airport(SCO)"
4147,48627,"Atyrau Airport,Atyrau Airport(GUW)"
4149,48629,"Aktobe Airport,Aktobe Airport(AKX)"
4150,48632,"Kostanay West Airport,Kostanay West Airport(KSN)"
4155,48639,"Heydar Aliyev International Airport,Heydar Aliyev International Airport(GYD)"
4156,48640,"Ganja Airport,Ganja Airport(KVD)"
4157,48642,"Nakhchivan Airport,Nakhchivan Airport(NAJ)"
4158,48643,"Gabala International Airport,Gabala International Airport(GBB)"
4159,48649,"Gyumri Shirak Airport,Gyumri Shirak Airport(LWN)"
4161,48651,"Zvartnots International Airport,Zvartnots International Airport(EVN)"
4162,48666,"Yakutsk Airport,Yakutsk Airport(YKS)"
4163,48667,"Chulman Airport,Chulman Airport(NER)"
4164,48668,"Moma Airport,Moma Airport(MQJ)"
4165,48669,"Magan Airport,Magan Airport(GYG)"
4166,48670,"Olyokminsk Airport,Olyokminsk Airport(OLZ)"
4167,48672,"Ust-Nera Airport,Ust-Nera Airport(USR)"
4169,48678,"Vilyuisk Airport,Vilyuisk Airport(VYI)"
4171,48682,"Lensk Airport,Lensk Airport(ULK)"
4172,48684,"Polyarny Airport,Polyarny Airport(PYJ)"
4173,48685,"Mirny Airport,Mirny Airport(MJZ)"
4174,48686,"Saskylakh Airport,Saskylakh Airport(SYS)"
4175,48689,"Belaya Gora Airport,Belaya Gora Airport(BGN)"
4176,48690,"Srednekolymsk Airport,Srednekolymsk Airport(SEK)"
4177,48691,"Chokurdakh Airport,Chokurdakh Airport(CKH)"
4178,48692,"Cherskiy Airport,Cherskiy Airport(CYX)"
4179,48693,"Tiksi Airport,Tiksi Airport(IKS)"
4180,48694,"Zyryanka Airport,Zyryanka Airport(ZKP)"
4188,48719,"Kopitnari Airport,Kopitnari Airport(KUT)"
4189,48722,"Batumi International Airport,Batumi International Airport(BUS)"
4190,48723,"Sukhumi Dranda Airport,Sukhumi Dranda Airport(SUI)"
4191,48724,"Tbilisi International Airport,Tbilisi International Airport(TBS)"
4193,48731,"Ignatyevo Airport,Ignatyevo Airport(BQS)"
4194,48741,"Khabarovsk-Novy Airport,Khabarovsk-Novy Airport(KHV)"
4198,48750,"Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur Airport(KXK)"
4199,48751,"Maygatka Airport.,Maygatka Airport.(GVN)"
4200,48752,"Ugolny Airport,Ugolny Airport(DYR)"
4201,48753,"Provideniya Bay Airport,Provideniya Bay Airport(PVS)"
4205,48761,"Sokol Airport,Sokol Airport(GDX)"
4206,48764,"Pevek Airport,Pevek Airport(PWE)"
4210,48772,"Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport(NLI)"
4211,48774,"Okhotsk Airport,Okhotsk Airport(OHO)"
4213,48783,"Yelizovo Airport,Yelizovo Airport(PKC)"
4214,48793,"Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk Airport(UUS)"
4215,48800,"Vladivostok International Airport,Vladivostok International Airport(VVO)"
4216,48801,"Chita-Kadala Airport,Chita-Kadala Airport(HTA)"
4218,48806,"Bratsk Airport,Bratsk Airport(BTK)"
4220,48810,"Irkutsk Airport,Irkutsk Airport(IKT)"
4221,48819,"Ust-Kut Airport,Ust-Kut Airport(UKX)"
4223,48822,"Ulan-Ude Airport (Mukhino),Ulan-Ude Airport (Mukhino)(UUD)"
4224,48827,"Boryspil International Airport,Boryspil International Airport(KBP)"
4225,48830,"Mariupol International Airport,Mariupol International Airport(MPW)"
4226,48832,"Luhansk International Airport,Luhansk International Airport(VSG)"
4227,48834,"Dnipropetrovsk International Airport,Dnipropetrovsk International Airport(DNK)"
4228,48835,"Zaporizhzhia International Airport,Zaporizhzhia International Airport(OZH)"
4229,48836,"Kryvyi Rih International Airport,Kryvyi Rih International Airport(KWG)"
4230,48837,"Belbek Airport,Belbek Airport(UKS)"
4231,48838,"Simferopol International Airport,Simferopol International Airport(SIP)"
4235,48847,"Kharkiv International Airport,Kharkiv International Airport(HRK)"
4236,48850,"Cherkasy International Airport,Cherkasy International Airport(CKC)"
4237,48853,"Kiev Zhuliany International Airport,Kiev Zhuliany International Airport(IEV)"
4238,48854,"Gostomel Airport,Gostomel Airport(GML)"
4240,48859,"Khmelnytskyi Airport,Khmelnytskyi Airport(HMJ)"
4241,48860,"Ivano-Frankivsk International Airport,Ivano-Frankivsk International Airport(IFO)"
4242,48861,"Lviv International Airport,Lviv International Airport(LWO)"
4243,48862,"Chernivtsi International Airport,Chernivtsi International Airport(CWC)"
4244,48863,"Rivne International Airport,Rivne International Airport(RWN)"
4245,48865,"Uzhhorod International Airport,Uzhhorod International Airport(UDJ)"
4246,48869,"Mykolaiv International Airport,Mykolaiv International Airport(NLV)"
4247,48870,"Odessa International Airport,Odessa International Airport(ODS)"
4248,48875,"Talagi Airport,Talagi Airport(ARH)"
4250,48880,"Naryan Mar Airport,Naryan Mar Airport(NNM)"
4251,48888,"Cherepovets Airport,Cherepovets Airport(CEE)"
4252,48894,"Amderma Airport,Amderma Airport(AMV)"
4253,48899,"Majeed Bin Abdulaziz Airport,Majeed Bin Abdulaziz Airport(ULH)"
4254,48902,"Kotlas Airport,Kotlas Airport(KSZ)"
4255,48906,"Pulkovo Airport,Pulkovo Airport(LED)"
4258,48912,"Murmansk Airport,Murmansk Airport(MMK)"
4260,48921,"Velikiye Luki Airport,Velikiye Luki Airport(VLU)"
4261,48922,"Pskov Airport,Pskov Airport(PKV)"
4262,48924,"Petrozavodsk Airport,Petrozavodsk Airport(PES)"
4265,48937,"Vologda Airport,Vologda Airport(VGD)"
4266,48939,"Brest Airport,Brest Airport(BQT)"
4267,48942,"Gomel Airport,Gomel Airport(GME)"
4268,48944,"Vitebsk Vostochny Airport,Vitebsk Vostochny Airport(VTB)"
4269,48945,"Khrabrovo Airport,Khrabrovo Airport(KGD)"
4271,48949,"Hrodna Airport,Hrodna Airport(GNA)"
4272,48952,"Minsk National Airport,Minsk National Airport(MSQ)"
4274,48956,"Mogilev Airport,Mogilev Airport(MVQ)"
4275,48957,"Abakan Airport,Abakan Airport(ABA)"
4276,48960,"Barnaul Airport,Barnaul Airport(BAX)"
4277,48962,"Gorno-Altaysk Airport,Gorno-Altaysk Airport(RGK)"
4279,48969,"Kemerovo Airport,Kemerovo Airport(KEJ)"
4281,48975,"Yeniseysk Airport,Yeniseysk Airport(EIE)"
4282,48977,"Podkamennaya Tunguska Airport,Podkamennaya Tunguska Airport(TGP)"
4285,48984,"Yemelyanovo Airport,Yemelyanovo Airport(KJA)"
4288,48987,"Achinsk Airport,Achinsk Airport(ACS)"
4289,48988,"Kyzyl Airport,Kyzyl Airport(KYZ)"
4291,48992,"Tolmachevo Airport,Tolmachevo Airport(OVB)"
4292,48994,"Omsk Central Airport,Omsk Central Airport(OMS)"
4294,49001,"Strezhevoy Airport,Strezhevoy Airport(SWT)"
4295,49002,"Bogashevo Airport,Bogashevo Airport(TOF)"
4296,49003,"Spichenkovo Airport,Spichenkovo Airport(NOZ)"
4297,49004,"Dikson Airport,Dikson Airport(DKS)"
4299,49008,"Khatanga Airport,Khatanga Airport(HTG)"
4301,49011,"Igarka Airport,Igarka Airport(IAA)"
4302,49012,"Norilsk-Alykel Airport,Norilsk-Alykel Airport(NSK)"
4304,49017,"Anapa Vityazevo Airport,Anapa Vityazevo Airport(AAQ)"
4305,49018,"Yeysk Airport,Yeysk Airport(EIK)"
4306,49020,"Gelendzhik Airport,Gelendzhik Airport(GDZ)"
4308,49022,"Krasnodar Pashkovsky International Airport,Krasnodar Pashkovsky International Airport(KRR)"
4310,49028,"Uytash Airport,Uytash Airport(MCX)"
4311,49029,"Mineralnyye Vody Airport,Mineralnyye Vody Airport(MRV)"
4312,49030,"Nalchik Airport,Nalchik Airport(NAL)"
4313,49031,"Beslan Airport,Beslan Airport(OGZ)"
4314,49033,"Magas Airport,Magas Airport(IGT)"
4315,49034,"Stavropol Shpakovskoye Airport,Stavropol Shpakovskoye Airport(STW)"
4317,49040,"Platov International Airport,Platov International Airport(ROV)"
4318,49043,"Taganrog Yuzhny Airport,Taganrog Yuzhny Airport(TGK)"
4319,49046,"Sochi International Airport,Sochi International Airport(AER)"
4320,49047,"Astrakhan Airport,Astrakhan Airport(ASF)"
4321,49048,"Elista Airport,Elista Airport(ESL)"
4322,49049,"Volgograd International Airport,Volgograd International Airport(VOG)"
4328,50194,"Chelyabinsk Balandino Airport,Chelyabinsk Balandino Airport(CEK)"
4329,50196,"Magnitogorsk International Airport,Magnitogorsk International Airport(MQF)"
4330,50198,"Sabetta International Airport,Sabetta International Airport(SBT)"
4331,50199,"Salekhard Airport,Salekhard Airport(SLY)"
4332,50211,"Berezovo Airport,Berezovo Airport(EZV)"
4333,50212,"Khanty Mansiysk Airport,Khanty Mansiysk Airport(HMA)"
4334,50216,"Nyagan Airport,Nyagan Airport(NYA)"
4335,50217,"Sovetskiy Airport,Sovetskiy Airport(OVS)"
4336,50218,"Uray Airport,Uray Airport(URJ)"
4337,50219,"Beloyarskiy Airport,Beloyarskiy Airport(EYK)"
4338,50220,"Izhevsk Airport,Izhevsk Airport(IJK)"
4339,50221,"Pobedilovo Airport,Pobedilovo Airport(KVX)"
4340,50222,"Nadym Airport,Nadym Airport(NYM)"
4341,50223,"Novy Urengoy Airport,Novy Urengoy Airport(NUX)"
4342,50224,"Nizhnevartovsk Airport,Nizhnevartovsk Airport(NJC)"
4343,50228,"Bolshoye Savino Airport,Bolshoye Savino Airport(PEE)"
4344,50231,"Kogalym International Airport,Kogalym International Airport(KGP)"
4345,50232,"Nefteyugansk Airport,Nefteyugansk Airport(NFG)"
4346,50233,"Noyabrsk Airport,Noyabrsk Airport(NOJ)"
4347,50234,"Surgut Airport,Surgut Airport(SGC)"
4349,50238,"Koltsovo Airport,Koltsovo Airport(SVX)"
4350,50241,"Roshchino International Airport,Roshchino International Airport(TJM)"
4351,50243,"Kurgan Airport,Kurgan Airport(KRO)"
4352,50348,"Ashgabat International Airport,Ashgabat International Airport(ASB)"
4353,50349,"Turkmenbashi Airport,Turkmenbashi Airport(KRW)"
4354,50350,"Mary Airport,Mary Airport(MYP)"
4355,50351,"Daşoguz Airport,Daşoguz Airport(TAZ)"
4356,50352,"Turkmenabat Airport,Turkmenabat Airport(CRZ)"
4357,50353,"Dushanbe Airport,Dushanbe Airport(DYU)"
4358,50354,"Kulob Airport,Kulob Airport(TJU)"
4359,50355,"Khudzhand Airport,Khudzhand Airport(LBD)"
4360,50356,"Qurghonteppa International Airport,Qurghonteppa International Airport(KQT)"
4361,50364,"Urgench Airport,Urgench Airport(UGC)"
4362,50366,"Bukhara Airport,Bukhara Airport(BHK)"
4363,50372,"Samarkand Airport,Samarkand Airport(SKD)"
4364,50373,"Termez Airport,Termez Airport(TMJ)"
4366,50376,"Tashkent International Airport,Tashkent International Airport(TAS)"
4367,50378,"Kostroma Sokerkino Airport,Kostroma Sokerkino Airport(KMW)"
4368,50380,"Grabtsevo Airport,Grabtsevo Airport(KLF)"
4370,50382,"Ivanovo South Airport,Ivanovo South Airport(IWA)"
4371,50383,"Staroselye Airport,Staroselye Airport(RYB)"
4374,50387,"Bryansk Airport,Bryansk Airport(BZK)"
4375,50388,"Zhukovsky International Airport,Zhukovsky International Airport(ZIA)"
4376,50389,"Domodedovo International Airport,Domodedovo International Airport(DME)"
4377,50391,"Sheremetyevo International Airport,Sheremetyevo International Airport(SVO)"
4378,50393,"Migalovo Air Base,Migalovo Air Base(KLD)"
4379,50397,"Ostafyevo International Airport,Ostafyevo International Airport(OSF)"
4381,50400,"Chkalovskiy Air Base,Chkalovskiy Air Base(CKL)"
4382,50401,"Belgorod International Airport,Belgorod International Airport(EGO)"
4383,50403,"Kursk East Airport,Kursk East Airport(URS)"
4384,50404,"Lipetsk Airport,Lipetsk Airport(LPK)"
4385,50405,"Voronezh International Airport,Voronezh International Airport(VOZ)"
4386,50406,"Oryol Yuzhny Airport,Oryol Yuzhny Airport(OEL)"
4387,50408,"Donskoye Airport,Donskoye Airport(TBW)"
4389,50415,"Vnukovo International Airport,Vnukovo International Airport(VKO)"
4390,50416,"Ukhta Airport,Ukhta Airport(UCT)"
4391,50417,"Inta Airport,Inta Airport(INA)"
4393,50420,"Pechora Airport,Pechora Airport(PEX)"
4394,50421,"Usinsk Airport,Usinsk Airport(USK)"
4396,50424,"Vorkuta Airport,Vorkuta Airport(VKT)"
4397,50425,"Ust-Tsylma Airport,Ust-Tsylma Airport(UTS)"
4398,50426,"Syktyvkar Airport,Syktyvkar Airport(SCW)"
4399,50428,"Nizhny Novgorod Strigino International Airport,Nizhny Novgorod Strigino International Airport(GOJ)"
4400,50429,"Bugulma Airport,Bugulma Airport(UUA)"
4401,50430,"Kazan International Airport,Kazan International Airport(KZN)"
4402,50431,"Begishevo Airport,Begishevo Airport(NBC)"
4404,50434,"Yoshkar-Ola Airport,Yoshkar-Ola Airport(JOK)"
4405,50435,"Cheboksary Airport,Cheboksary Airport(CSY)"
4406,50436,"Zhigansk Airport,Zhigansk Airport(ZIX)"
4407,50438,"Ulyanovsk Baratayevka Airport,Ulyanovsk Baratayevka Airport(ULV)"
4408,50440,"Ulyanovsk East Airport,Ulyanovsk East Airport(ULY)"
4409,50443,"Orenburg Central Airport,Orenburg Central Airport(REN)"
4410,50444,"Orsk Airport,Orsk Airport(OSW)"
4411,50445,"Penza Airport,Penza Airport(PEZ)"
4412,50446,"Saransk Airport,Saransk Airport(SKX)"
4413,50447,"Balakovo Airport,Balakovo Airport(BWO)"
4414,50449,"Saratov Central Airport,Saratov Central Airport(RTW)"
4416,50455,"Ufa International Airport,Ufa International Airport(UFA)"
4419,50462,"Kurumoch International Airport,Kurumoch International Airport(KUF)"
4420,50655,"Rewa Airport, Chorhata, REWA,Rewa Airport, Chorhata, REWA(REW)"
4421,50743,"Sardar Vallabhbhai Patel International Airport,Sardar Vallabhbhai Patel International Airport(AMD)"
4422,50744,"Akola Airport,Akola Airport(AKD)"
4423,50745,"Aurangabad Airport,Aurangabad Airport(IXU)"
4424,50746,"Chhatrapati Shivaji International Airport,Chhatrapati Shivaji International Airport(BOM)"
4425,50747,"Bilaspur Airport,Bilaspur Airport(PAB)"
4426,50748,"Bhuj Airport,Bhuj Airport(BHJ)"
4427,50749,"Belgaum Airport,Belgaum Airport(IXG)"
4428,50750,"Vadodara Airport,Vadodara Airport(BDQ)"
4429,50751,"Raja Bhoj International Airport,Raja Bhoj International Airport(BHO)"
4430,50752,"Bhavnagar Airport,Bhavnagar Airport(BHU)"
4431,50753,"Daman Airport,Daman Airport(NMB)"
4432,50756,"Dabolim Airport,Dabolim Airport(GOI)"
4433,50757,"Hubli Airport,Hubli Airport(HBX)"
4434,50758,"Devi Ahilyabai Holkar Airport,Devi Ahilyabai Holkar Airport(IDR)"
4435,50759,"Jabalpur Airport,Jabalpur Airport(JLR)"
4436,50761,"Jamnagar Airport,Jamnagar Airport(JGA)"
4437,50762,"Kandla Airport,Kandla Airport(IXY)"
4438,50763,"Khajuraho Airport,Khajuraho Airport(HJR)"
4439,50764,"Kolhapur Airport,Kolhapur Airport(KLH)"
4440,50765,"Keshod Airport,Keshod Airport(IXK)"
4441,50766,"Nanded Airport,Nanded Airport(NDC)"
4442,50767,"Dr. Babasaheb Ambedkar International Airport,Dr. Babasaheb Ambedkar International Airport(NAG)"
4443,50769,"Nashik Airport,Nashik Airport(ISK)"
4444,50770,"Pune Airport,Pune Airport(PNQ)"
4445,50771,"Porbandar Airport,Porbandar Airport(PBD)"
4446,50772,"Ratnagiri Airport,Ratnagiri Airport(RTC)"
4447,50773,"Rajkot Airport,Rajkot Airport(RAJ)"
4448,50775,"Shirdi Airport,Shirdi Airport(SAG)"
4449,50776,"Solapur Airport,Solapur Airport(SSE)"
4450,50777,"Surat Airport,Surat Airport(STV)"
4451,50778,"Maharana Pratap Airport,Maharana Pratap Airport(UDR)"
4452,50780,"Bandaranaike International Colombo Airport,Bandaranaike International Colombo Airport(CMB)"
4453,50781,"Anuradhapura Air Force Base,Anuradhapura Air Force Base(ACJ)"
4454,50782,"Batticaloa Airport,Batticaloa Airport(BTC)"
4455,50783,"Colombo Ratmalana Airport,Colombo Ratmalana Airport(RML)"
4456,50784,"Ampara Airport,Ampara Airport(ADP)"
4457,50785,"Hingurakgoda Air Force Base,Hingurakgoda Air Force Base(HIM)"
4458,50786,"Kankesanturai Airport,Kankesanturai Airport(JAF)"
4459,50787,"Koggala Airport,Koggala Airport(KCT)"
4460,50790,"China Bay Airport,China Bay Airport(TRR)"
4461,50793,"Mattala Rajapaksa International Airport,Mattala Rajapaksa International Airport(HRI)"
4462,50794,"Battambang Airport,Battambang Airport(BBM)"
4463,50796,"Kampong Chhnang Airport,Kampong Chhnang Airport(KZC)"
4464,50800,"Phnom Penh International Airport,Phnom Penh International Airport(PNH)"
4465,50801,"Ratanakiri Airport,Ratanakiri Airport(RBE)"
4466,50802,"Siem Reap International Airport,Siem Reap International Airport(REP)"
4467,50803,"Stung Treng Airport,Stung Treng Airport(TNX)"
4469,51028,"Along Airport,Along Airport(IXV)"
4470,51029,"Agartala Airport,Agartala Airport(IXA)"
4471,51032,"Bagdogra Airport,Bagdogra Airport(IXB)"
4472,51034,"Shillong Airport,Shillong Airport(SHL)"
4473,51036,"Biju Patnaik Airport,Biju Patnaik Airport(BBI)"
4474,51038,"Netaji Subhash Chandra Bose International Airport,Netaji Subhash Chandra Bose International Airport(CCU)"
4475,51041,"Dhanbad Airport,Dhanbad Airport(DBD)"
4476,51042,"Kazi Nazrul Islam Airport,Kazi Nazrul Islam Airport(RDP)"
4477,51045,"Gorakhpur Airport,Gorakhpur Airport(GOP)"
4478,51046,"Lokpriya Gopinath Bordoloi International Airport,Lokpriya Gopinath Bordoloi International Airport(GAU)"
4479,51047,"Gaya Airport,Gaya Airport(GAY)"
4480,51049,"Imphal Airport,Imphal Airport(IMF)"
4481,51052,"Sonari Airport,Sonari Airport(IXW)"
4482,51053,"Jorhat Airport,Jorhat Airport(JRH)"
4483,51056,"Kailashahar Airport,Kailashahar Airport(IXH)"
4484,51057,"Silchar Airport,Silchar Airport(IXS)"
4485,51059,"Lengpui Airport,Lengpui Airport(AJL)"
4486,51060,"North Lakhimpur Airport,North Lakhimpur Airport(IXI)"
4487,51062,"Dibrugarh Airport,Dibrugarh Airport(DIB)"
4488,51063,"Dimapur Airport,Dimapur Airport(DMU)"
4489,51064,"Muzaffarpur Airport,Muzaffarpur Airport(MZU)"
4491,51069,"Lok Nayak Jayaprakash Airport,Lok Nayak Jayaprakash Airport(PAT)"
4492,51071,"Birsa Munda Airport,Birsa Munda Airport(IXR)"
4493,51072,"Rourkela Airport,Rourkela Airport(RRK)"
4494,51075,"Tezpur Airport,Tezpur Airport(TEZ)"
4495,51078,"Ziro Airport,Ziro Airport(ZER)"
4496,51142,"Barisal Airport,Barisal Airport(BZL)"
4497,51143,"Cox's Bazar Airport,Cox's Bazar Airport(CXB)"
4498,51145,"Shah Amanat International Airport,Shah Amanat International Airport(CGP)"
4499,51146,"Ishurdi Airport,Ishurdi Airport(IRD)"
4500,51147,"Jessore Airport,Jessore Airport(JSR)"
4501,51149,"Shah Mokhdum Airport,Shah Mokhdum Airport(RJH)"
4502,51150,"Saidpur Airport,Saidpur Airport(SPD)"
4503,51153,"Osmany International Airport,Osmany International Airport(ZYL)"
4504,51155,"Hazrat Shahjalal International Airport,Hazrat Shahjalal International Airport(DAC)"
4505,51156,"Hong Kong International Airport,Hong Kong International Airport(HKG)"
4507,51181,"Agra Airport,Agra Airport(AGR)"
4508,51183,"Allahabad Airport,Allahabad Airport(IXD)"
4510,51185,"Sri Guru Ram Dass Jee International Airport,Sri Guru Ram Dass Jee International Airport(ATQ)"
4511,51189,"Nal Airport,Nal Airport(BKB)"
4512,51191,"Lal Bahadur Shastri Airport,Lal Bahadur Shastri Airport(VNS)"
4513,51192,"Kullu Manali Airport,Kullu Manali Airport(KUU)"
4514,51193,"Bhatinda Air Force Station,Bhatinda Air Force Station(BUP)"
4515,51195,"Bareilly Air Force Station,Bareilly Air Force Station(BEK)"
4516,51196,"Chandigarh Airport,Chandigarh Airport(IXC)"
4517,51197,"Kanpur Airport,Kanpur Airport(KNU)"
4519,51200,"Dehradun Airport,Dehradun Airport(DED)"
4520,51201,"Indira Gandhi International Airport,Indira Gandhi International Airport(DEL)"
4521,51203,"Kangra Airport,Kangra Airport(DHM)"
4522,51204,"Gwalior Airport,Gwalior Airport(GWL)"
4523,51205,"Hissar Airport,Hissar Airport(HSS)"
4524,51208,"Jodhpur Airport,Jodhpur Airport(JDH)"
4525,51209,"Jaipur International Airport,Jaipur International Airport(JAI)"
4526,51210,"Jaisalmer Airport,Jaisalmer Airport(JSA)"
4527,51211,"Jammu Airport,Jammu Airport(IXJ)"
4528,51213,"Kishangarh Airport,Kishangarh Airport(KQH)"
4529,51214,"Kota Airport,Kota Airport(KTU)"
4530,51215,"Ludhiana Airport,Ludhiana Airport(LUH)"
4531,51216,"Leh Kushok Bakula Rimpochee Airport,Leh Kushok Bakula Rimpochee Airport(IXL)"
4532,51217,"Chaudhary Charan Singh International Airport,Chaudhary Charan Singh International Airport(LKO)"
4533,51219,"Pathankot Airport,Pathankot Airport(IXP)"
4534,51221,"Pantnagar Airport,Pantnagar Airport(PGH)"
4536,51226,"Sheikh ul Alam Airport,Sheikh ul Alam Airport(SXR)"
4538,51235,"Luang Phabang International Airport,Luang Phabang International Airport(LPQ)"
4539,51238,"Pakse International Airport,Pakse International Airport(PKZ)"
4540,51241,"Savannakhet Airport,Savannakhet Airport(ZVK)"
4541,51242,"Sam Neua Airport,Sam Neua Airport(NEU)"
4542,51245,"Wattay International Airport,Wattay International Airport(VTE)"
4543,51249,"Macau International Airport,Macau International Airport(MFM)"
4544,51250,"Dong Hoi Airport,Dong Hoi Airport(VDH)"
4545,51263,"Kontum Airport,Kontum Airport(KON)"
4546,51270,"Gautam Buddha Airport,Gautam Buddha Airport(BWA)"
4547,51281,"Janakpur Airport,Janakpur Airport(JKR)"
4548,51284,"Tribhuvan International Airport,Tribhuvan International Airport(KTM)"
4549,51291,"Nepalgunj Airport,Nepalgunj Airport(KEP)"
4550,51292,"Pokhara Airport,Pokhara Airport(PKR)"
4551,51305,"Taplejung Airport,Taplejung Airport(TPJ)"
4552,51308,"Biratnagar Airport,Biratnagar Airport(BIR)"
4553,51311,"Murod Kond Airport,Murod Kond Airport(LTU)"
4554,51316,"Agatti Airport,Agatti Airport(AGX)"
4556,51318,"Bellary Airport,Bellary Airport(BEP)"
4557,51319,"Kempegowda International Airport,Kempegowda International Airport(BLR)"
4559,51321,"Vijayawada Airport,Vijayawada Airport(VGA)"
4560,51322,"Coimbatore International Airport,Coimbatore International Airport(CJB)"
4561,51324,"Cochin International Airport,Cochin International Airport(COK)"
4562,51325,"Calicut International Airport,Calicut International Airport(CCJ)"
4563,51326,"Kadapa Airport,Kadapa Airport(CDP)"
4564,51327,"Car Nicobar Air Force Station,Car Nicobar Air Force Station(CBD)"
4566,51331,"Rajiv Gandhi International Airport,Rajiv Gandhi International Airport(HYD)"
4567,51332,"Begumpet Airport,Begumpet Airport(BPM)"
4568,51333,"Kannur International Airport,Kannur International Airport(CNN)"
4569,51335,"Madurai Airport,Madurai Airport(IXM)"
4570,51336,"Mangalore International Airport,Mangalore International Airport(IXE)"
4571,51337,"Chennai International Airport,Chennai International Airport(MAA)"
4572,51340,"Vir Savarkar International Airport,Vir Savarkar International Airport(IXZ)"
4573,51341,"Pondicherry Airport,Pondicherry Airport(PNY)"
4574,51342,"Sri Sathya Sai Airport,Sri Sathya Sai Airport(PUT)"
4575,51345,"Rajahmundry Airport,Rajahmundry Airport(RJA)"
4576,51346,"Salem Airport,Salem Airport(SXV)"
4577,51350,"Tiruchirapally Civil Airport Airport,Tiruchirapally Civil Airport Airport(TRZ)"
4578,51351,"Trivandrum International Airport,Trivandrum International Airport(TRV)"
4579,51358,"Gelephu Airport,Gelephu Airport(GLU)"
4580,51359,"Paro Airport,Paro Airport(PBH)"
4581,51364,"Gan International Airport,Gan International Airport(GAN)"
4582,51365,"Hanimaadhoo Airport,Hanimaadhoo Airport(HAQ)"
4583,51366,"Kadhdhoo Airport,Kadhdhoo Airport(KDO)"
4584,51367,"Malé International Airport,Malé International Airport(MLE)"
4585,51369,"Kaadedhdhoo Airport,Kaadedhdhoo Airport(KDM)"
4586,51371,"Villa Airport,Villa Airport(VAM)"
4587,51442,"Don Mueang International Airport,Don Mueang International Airport(DMK)"
4588,51445,"Kamphaeng Saen Airport,Kamphaeng Saen Airport(KDT)"
4590,51448,"Trat Airport,Trat Airport(TDX)"
4591,51450,"Suvarnabhumi Airport,Suvarnabhumi Airport(BKK)"
4592,51452,"U-Tapao International Airport,U-Tapao International Airport(UTP)"
4593,51455,"Chiang Mai International Airport,Chiang Mai International Airport(CNX)"
4594,51456,"Mae Hong Son Airport,Mae Hong Son Airport(HGN)"
4595,51458,"Lampang Airport,Lampang Airport(LPT)"
4596,51459,"Nan Airport,Nan Airport(NNT)"
4597,51461,"Phrae Airport,Phrae Airport(PRH)"
4598,51464,"Chiang Rai International Airport,Chiang Rai International Airport(CEI)"
4599,51466,"Phetchabun Airport,Phetchabun Airport(PHY)"
4600,51467,"Hua Hin Airport,Hua Hin Airport(HHQ)"
4601,51468,"Takhli Airport,Takhli Airport(TKH)"
4602,51470,"Mae Sot Airport,Mae Sot Airport(MAQ)"
4603,51472,"Sukhothai Airport,Sukhothai Airport(THS)"
4604,51473,"Phitsanulok Airport,Phitsanulok Airport(PHS)"
4605,51475,"Tak Airport,Tak Airport(TKT)"
4606,51479,"Surat Thani Airport,Surat Thani Airport(URT)"
4607,51480,"Narathiwat Airport,Narathiwat Airport(NAW)"
4608,51481,"Chumphon Airport,Chumphon Airport(CJM)"
4609,51482,"Nakhon Si Thammarat Airport,Nakhon Si Thammarat Airport(NST)"
4610,51483,"Krabi Airport,Krabi Airport(KBV)"
4611,51484,"Songkhla Airport,Songkhla Airport(SGZ)"
4612,51485,"Pattani Airport,Pattani Airport(PAN)"
4613,51486,"Samui Airport,Samui Airport(USM)"
4615,51488,"Phuket International Airport,Phuket International Airport(HKT)"
4616,51489,"Ranong Airport,Ranong Airport(UNN)"
4617,51490,"Hat Yai International Airport,Hat Yai International Airport(HDY)"
4618,51491,"Trang Airport,Trang Airport(TST)"
4619,51492,"Udon Thani Airport,Udon Thani Airport(UTH)"
4620,51493,"Sakon Nakhon Airport,Sakon Nakhon Airport(SNO)"
4621,51494,"Surin Airport,Surin Airport(PXR)"
4622,51495,"Khon Kaen Airport,Khon Kaen Airport(KKC)"
